aircraft_tail_number,flight_operating_hours,engine_vibration_hz,oil_pressure_psi,exhaust_gas_temp_c,hydraulic_fluid_level_pct,ambient_temperature_c,maintenance_urgency_flag
REG-FLT-000391,1479,8.88,38.92,713.07,57.17,28.44,1
REG-FLT-000392,5904,2.43,47.69,666.73,55.72,0.51,0
REG-FLT-000393,3009,8.68,61.16,865.68,71.17,41.0,1
REG-FLT-000394,10048,6.71,89.21,528.71,85.43,-18.84,0
REG-FLT-000395,12465,8.53,44.99,692.93,73.62,18.18,1
REG-FLT-000396,18165,4.0,39.63,769.78,61.73,-18.06,0
REG-FLT-000397,8934,8.09,69.58,717.95,52.34,-10.32,1
REG-FLT-000398,4770,6.66,57.55,838.38,78.58,-42.74,1
REG-FLT-000399,3551,2.6,55.15,712.03,66.07,12.86,0
REG-FLT-000400,851,4.22,45.45,733.41,50.48,43.98,0
REG-FLT-000401,17728,6.13,86.56,719.76,91.09,12.84,0
REG-FLT-000402,7364,6.75,41.35,660.44,95.62,-15.23,0
REG-FLT-000403,10300,6.39,52.45,847.56,54.51,8.48,1
REG-FLT-000404,1712,2.43,69.17,667.79,65.39,-12.3,0
REG-FLT-000405,13136,2.52,94.03,729.52,85.43,14.84,0
REG-FLT-000406,12720,7.66,65.59,576.5,80.41,-20.11,1
REG-FLT-000407,17911,8.71,58.62,584.68,83.73,-13.43,1
REG-FLT-000408,17177,7.38,87.18,452.92,71.86,17.0,0
REG-FLT-000409,5428,5.15,49.05,861.57,88.82,37.31,1
REG-FLT-000410,16921,7.1,72.03,792.62,58.2,16.1,0
REG-FLT-000411,3688,1.48,57.79,788.15,70.37,-17.78,0
REG-FLT-000412,3052,7.76,70.02,470.18,58.88,-11.38,1
REG-FLT-000413,4899,5.67,65.51,675.79,90.65,29.62,0
REG-FLT-000414,13003,5.44,70.83,688.93,84.14,8.71,0
REG-FLT-000415,11181,8.07,59.79,692.29,50.77,-15.39,1
REG-FLT-000416,18190,2.47,74.58,817.74,93.24,25.88,0
REG-FLT-000417,8816,3.88,47.05,614.66,95.27,-30.16,0
REG-FLT-000418,10421,3.36,68.03,793.55,62.65,-19.68,0
REG-FLT-000419,1612,7.74,91.62,821.48,79.03,26.49,1
REG-FLT-000420,6468,4.93,34.1,486.92,52.48,-11.13,1
REG-FLT-000421,5565,7.62,92.47,501.68,85.75,24.26,1
REG-FLT-000422,9848,3.23,67.93,820.46,57.63,5.53,1
REG-FLT-000423,9926,2.5,58.6,567.42,98.94,33.38,0
REG-FLT-000424,17982,2.52,92.0,671.68,62.06,-22.73,0
REG-FLT-000425,9607,2.89,76.42,502.8,91.07,-10.11,0
REG-FLT-000426,11955,4.26,34.57,569.48,96.3,-13.1,1
REG-FLT-000427,4641,8.72,45.61,794.3,86.96,9.83,1
REG-FLT-000428,12984,5.64,78.3,534.09,54.12,31.11,0
REG-FLT-000429,6433,6.49,91.19,654.67,84.28,-4.86,0
REG-FLT-000430,559,6.67,85.17,576.3,66.02,38.42,0
REG-FLT-000431,15979,5.37,58.15,686.35,59.65,39.89,0
REG-FLT-000432,14099,8.59,55.07,857.04,80.75,29.22,1
REG-FLT-000433,11904,6.42,32.19,525.07,53.95,37.76,1
REG-FLT-000434,17858,2.44,88.96,648.79,71.5,13.81,0
REG-FLT-000435,5849,2.03,81.11,480.78,60.11,-8.67,0
REG-FLT-000436,17164,4.43,48.23,427.12,99.83,12.1,0
REG-FLT-000437,1217,5.51,58.94,628.88,73.72,21.05,0
REG-FLT-000438,6135,7.3,67.07,492.75,56.39,18.87,0
REG-FLT-000439,10561,1.45,52.13,635.51,51.58,42.68,0
REG-FLT-000440,17915,8.63,79.23,663.48,87.49,38.19,1
REG-FLT-000441,4993,1.5,33.34,650.18,54.11,42.62,1
REG-FLT-000442,5621,5.98,52.14,823.55,95.04,7.1,1
REG-FLT-000443,1181,2.79,66.39,474.77,80.52,-15.04,0
REG-FLT-000444,4073,2.81,35.39,626.65,88.64,-14.66,1
REG-FLT-000445,17125,2.65,49.19,856.06,86.15,32.32,1
REG-FLT-000446,315,1.76,33.08,674.8,58.31,19.02,1
REG-FLT-000447,12523,2.18,50.3,589.17,52.56,18.73,0
REG-FLT-000448,2334,2.22,89.35,471.24,55.37,-39.05,0
REG-FLT-000449,12308,2.85,35.9,560.32,54.99,31.73,1
REG-FLT-000450,10167,4.76,57.52,570.99,97.56,-18.45,0
REG-FLT-000451,7334,3.38,88.91,833.28,87.1,26.64,1
REG-FLT-000452,17686,8.19,35.61,445.65,50.71,13.55,1
REG-FLT-000453,5303,3.7,35.29,545.81,81.33,44.23,1
REG-FLT-000454,8381,6.77,94.88,495.55,89.34,7.23,0
REG-FLT-000455,4395,7.34,40.57,739.86,58.6,41.68,0
REG-FLT-000456,3732,5.86,85.78,524.94,86.15,-22.55,0
REG-FLT-000457,10941,5.1,49.69,539.83,66.43,32.17,0
REG-FLT-000458,16128,4.71,85.05,798.78,83.8,-12.03,0
REG-FLT-000459,3769,8.69,72.08,551.95,51.87,-26.75,1
REG-FLT-000460,2646,7.66,62.81,500.06,96.61,18.8,1
REG-FLT-000461,12741,7.99,49.47,635.32,70.37,38.96,1
REG-FLT-000462,8853,1.85,46.59,428.46,66.5,20.05,0
REG-FLT-000463,10129,4.91,36.22,828.18,56.22,0.52,1
REG-FLT-000464,4101,5.37,32.87,756.18,57.66,29.94,1
REG-FLT-000465,11646,7.77,32.36,658.23,91.27,-21.61,1
REG-FLT-000466,15794,1.22,64.22,487.04,91.27,0.25,0
REG-FLT-000467,16593,2.21,82.03,437.91,79.07,36.25,0
REG-FLT-000468,4212,1.36,73.57,670.33,88.82,-19.03,0
REG-FLT-000469,18455,6.99,68.12,491.74,59.14,23.83,0
REG-FLT-000470,17254,3.35,83.95,605.6,76.94,-18.33,0
REG-FLT-000471,8344,4.5,62.64,820.25,59.34,-34.29,1
REG-FLT-000472,12003,2.5,60.09,616.51,83.8,-42.74,0
REG-FLT-000473,15190,2.5,70.86,744.59,93.32,20.58,0
REG-FLT-000474,11558,5.94,38.42,853.51,98.75,-3.0,1
REG-FLT-000475,2954,3.64,62.97,761.19,55.98,34.4,0
REG-FLT-000476,2512,5.69,38.94,493.01,58.52,35.71,0
REG-FLT-000477,3129,7.75,59.97,855.79,69.69,5.31,1
REG-FLT-000478,16464,2.91,48.49,866.07,58.6,-34.27,1
REG-FLT-000479,10474,6.42,69.73,831.98,98.39,-18.84,1
REG-FLT-000480,8943,5.41,37.51,719.14,72.7,-34.06,1
REG-FLT-000481,7657,2.46,89.17,562.6,62.43,-3.37,0
REG-FLT-000482,5766,1.5,80.63,616.29,67.08,-12.45,0
REG-FLT-000483,10899,4.07,42.13,481.24,79.92,-28.92,0
REG-FLT-000484,14425,7.21,34.24,766.94,90.59,2.28,1
REG-FLT-000485,16839,3.1,49.13,555.88,77.71,16.21,0
REG-FLT-000486,11119,6.32,88.87,535.26,58.52,17.48,0
REG-FLT-000487,10824,6.23,59.64,842.19,78.38,-8.93,1
REG-FLT-000488,16410,4.74,32.98,460.93,96.99,31.5,1
REG-FLT-000489,13457,3.37,92.34,436.6,66.92,-28.84,0
REG-FLT-000490,10528,5.45,83.1,852.24,77.74,-15.07,1
REG-FLT-000491,6041,2.11,38.97,736.37,73.49,-42.42,0
REG-FLT-000492,6688,7.86,46.75,459.25,77.75,-11.8,1
REG-FLT-000493,15421,6.3,71.97,831.98,93.52,33.04,1
REG-FLT-000494,7464,7.86,46.02,727.92,61.56,-2.57,1
REG-FLT-000495,11671,7.97,65.29,639.3,60.33,13.92,1
REG-FLT-000496,11722,2.68,55.51,719.74,96.25,-27.96,0
REG-FLT-000497,13675,8.22,90.34,448.5,54.89,22.95,1
REG-FLT-000498,12755,3.03,33.45,750.92,65.0,-35.25,1
REG-FLT-000499,7225,5.94,45.66,795.63,50.56,-11.3,0
REG-FLT-000500,5308,5.33,86.85,846.24,84.93,-16.24,1
REG-FLT-000501,14722,8.8,51.12,756.76,78.23,-44.46,1
REG-FLT-000502,4430,7.49,41.74,625.58,64.24,-0.56,0
REG-FLT-000503,14382,1.82,83.43,579.82,76.98,12.13,0
REG-FLT-000504,9019,7.33,76.56,493.89,73.25,7.86,0
REG-FLT-000505,11029,3.89,60.08,704.26,70.57,-8.96,0
REG-FLT-000506,4111,5.78,59.09,834.47,86.82,-33.04,1
REG-FLT-000507,10736,5.0,41.15,602.3,94.6,6.23,0
REG-FLT-000508,8981,6.08,85.12,853.58,95.15,6.05,1
REG-FLT-000509,14813,1.93,76.14,528.68,91.66,-21.67,0
REG-FLT-000510,8888,4.74,75.13,488.96,59.81,5.99,0
REG-FLT-000511,5013,3.35,76.47,766.81,70.02,-2.11,0
REG-FLT-000512,18112,5.07,87.49,717.34,54.1,34.68,0
REG-FLT-000513,9037,3.63,85.4,575.01,85.47,-34.07,0
REG-FLT-000514,7927,2.05,62.17,852.87,84.43,-27.49,1
REG-FLT-000515,11121,3.66,92.43,498.95,62.91,-5.2,0
REG-FLT-000516,4951,2.15,55.16,843.46,98.18,-28.9,1
REG-FLT-000517,4288,5.29,81.59,542.71,66.92,-6.2,0
REG-FLT-000518,9028,8.02,90.61,623.33,70.04,4.32,1
REG-FLT-000519,9866,4.98,49.18,493.73,90.96,-39.16,0
REG-FLT-000520,15259,3.34,49.19,491.66,79.98,-18.39,0
REG-FLT-000521,13397,7.76,93.93,814.9,93.59,31.13,1
REG-FLT-000522,13339,3.73,82.5,705.86,78.1,-6.02,0
REG-FLT-000523,961,2.6,63.24,878.35,96.44,-0.3,1
REG-FLT-000524,18263,1.34,39.99,633.38,69.43,17.88,0
REG-FLT-000525,11036,7.57,39.79,773.99,63.27,-35.78,1
REG-FLT-000526,13673,5.05,87.49,807.0,94.91,1.48,0
REG-FLT-000527,11287,2.42,73.46,660.62,59.94,-11.87,0
REG-FLT-000528,3363,6.33,81.5,788.74,95.22,-6.31,0
REG-FLT-000529,16459,2.73,83.11,532.95,99.53,-14.46,0
REG-FLT-000530,18154,5.49,53.52,854.08,99.64,17.81,1
REG-FLT-000531,17180,7.76,51.67,658.11,79.91,-0.95,1
REG-FLT-000532,7128,7.97,34.53,858.28,73.33,13.57,1
REG-FLT-000533,14157,5.19,68.67,761.65,58.55,41.9,0
REG-FLT-000534,11789,7.1,48.28,515.86,91.78,23.94,0
REG-FLT-000535,11078,2.04,80.25,865.91,50.8,10.39,1
REG-FLT-000536,2217,5.4,38.13,842.79,89.71,-30.35,1
REG-FLT-000537,13349,8.04,48.72,817.69,56.43,-19.11,1
REG-FLT-000538,5917,6.01,64.06,596.95,78.25,-8.01,0
REG-FLT-000539,594,4.69,50.99,614.47,65.84,2.49,0
REG-FLT-000540,9000,6.08,35.87,663.87,54.14,-9.73,1
REG-FLT-000541,8513,3.53,80.77,463.67,65.66,39.37,0
REG-FLT-000542,4529,7.71,32.46,744.11,77.15,3.62,1
REG-FLT-000543,11194,8.31,54.48,506.31,70.42,-7.45,1
REG-FLT-000544,13836,2.11,83.95,662.42,55.24,40.64,0
REG-FLT-000545,15845,6.09,55.59,466.28,90.4,-35.14,0
REG-FLT-000546,16074,8.54,40.74,458.29,56.0,-0.65,1
REG-FLT-000547,11350,4.28,43.03,635.44,93.52,-4.39,0
REG-FLT-000548,635,8.02,43.85,820.24,53.78,-1.41,1
REG-FLT-000549,1478,4.84,70.05,738.67,92.21,16.34,0
REG-FLT-000550,7454,1.33,45.39,451.47,78.19,3.89,0
REG-FLT-000551,4209,4.53,32.5,764.51,91.76,4.65,1
REG-FLT-000552,9052,3.01,70.34,649.52,59.19,10.86,0
REG-FLT-000553,10952,8.77,48.25,604.38,81.38,-25.16,1
REG-FLT-000554,832,5.16,45.07,551.12,86.44,-13.04,0
REG-FLT-000555,7105,6.97,91.75,834.46,62.97,-3.99,1
REG-FLT-000556,15229,2.33,55.27,501.61,80.73,20.25,0
REG-FLT-000557,17123,7.25,42.32,731.55,96.35,24.29,0
REG-FLT-000558,9323,4.4,72.17,833.29,56.92,-27.0,1
REG-FLT-000559,12355,1.75,65.39,789.62,76.06,-28.3,0
REG-FLT-000560,2838,6.28,69.57,591.27,75.15,6.95,0
REG-FLT-000561,18461,5.69,93.44,673.37,91.93,31.85,0
REG-FLT-000562,6399,6.75,37.19,662.5,93.17,-41.69,1
REG-FLT-000563,17910,1.29,67.68,598.59,59.38,-11.58,0
REG-FLT-000564,623,4.7,34.28,461.44,85.97,-3.7,1
REG-FLT-000565,3382,5.51,85.51,847.97,64.66,31.89,1
REG-FLT-000566,5356,6.7,36.8,565.7,88.41,33.94,1
REG-FLT-000567,11062,1.83,44.45,694.78,65.58,-28.22,0
REG-FLT-000568,7439,5.95,94.45,676.32,75.8,29.54,0
REG-FLT-000569,15436,5.29,48.12,826.27,88.75,26.66,1
REG-FLT-000570,7012,2.62,71.95,432.42,85.8,-27.38,0
REG-FLT-000571,5846,1.61,60.09,458.4,53.42,-16.07,0
REG-FLT-000572,10389,3.03,94.13,721.62,90.45,6.36,0
REG-FLT-000573,3011,5.4,71.0,584.85,77.49,16.04,0
REG-FLT-000574,13915,1.41,77.39,517.23,65.19,26.74,0
REG-FLT-000575,17348,3.16,32.36,520.49,72.6,15.25,1
REG-FLT-000576,4616,5.63,51.29,504.18,82.93,2.2,0
REG-FLT-000577,3790,4.29,54.24,529.57,91.93,10.64,0
REG-FLT-000578,1177,3.12,73.09,619.55,60.78,-0.35,0
REG-FLT-000579,9126,2.28,64.2,546.39,87.81,-20.05,0
REG-FLT-000580,13997,8.56,62.48,633.38,56.32,-3.72,1
REG-FLT-000581,1707,1.3,89.19,439.89,75.75,-29.45,0
REG-FLT-000582,6320,3.87,91.8,590.34,52.18,-8.69,0
REG-FLT-000583,18280,8.57,52.2,466.79,77.7,31.06,1
REG-FLT-000584,17073,8.66,88.94,624.57,53.73,13.9,1
REG-FLT-000585,7831,6.33,34.6,516.24,52.54,-43.13,1
REG-FLT-000586,15676,8.64,93.15,840.04,73.88,-19.8,1
REG-FLT-000587,11432,3.89,38.46,652.59,79.02,-15.33,0
REG-FLT-000588,11507,8.44,81.29,549.0,77.16,17.97,1
REG-FLT-000589,11634,5.26,82.41,861.63,78.9,5.93,1
REG-FLT-000590,10664,1.73,33.23,814.71,87.42,9.7,1
REG-FLT-000591,15968,8.59,85.65,782.02,56.63,36.19,1
REG-FLT-000592,8617,4.17,83.02,780.48,58.44,23.05,0
REG-FLT-000593,16251,7.16,35.32,778.53,53.42,22.44,1
REG-FLT-000594,10966,3.34,35.8,621.92,52.9,-23.83,1
REG-FLT-000595,8445,4.06,61.88,587.8,75.04,2.14,0
REG-FLT-000596,1453,4.17,53.55,498.71,91.26,-18.95,0
REG-FLT-000597,16306,4.88,87.81,635.34,95.57,6.79,0
REG-FLT-000598,4615,2.66,92.06,494.11,74.61,-37.34,0
REG-FLT-000599,963,8.78,62.02,492.45,65.64,-44.62,1
REG-FLT-000600,16000,3.74,85.95,635.82,70.28,-31.86,0
REG-FLT-000601,12249,3.48,63.18,868.99,87.33,-15.77,1
REG-FLT-000602,8568,7.7,55.55,576.88,79.66,-12.69,1
REG-FLT-000603,15523,1.9,52.67,616.78,61.21,-27.08,0
REG-FLT-000604,6762,7.42,44.65,788.04,62.8,-25.77,0
REG-FLT-000605,12293,1.26,70.12,792.41,52.85,-37.51,0
REG-FLT-000606,9216,2.56,76.21,524.56,65.77,26.58,0
REG-FLT-000607,17036,8.33,63.82,488.3,55.97,34.83,1
REG-FLT-000608,13354,4.03,50.8,604.19,83.14,26.47,0
REG-FLT-000609,10213,4.09,56.1,726.74,61.66,-23.26,0
REG-FLT-000610,7403,5.15,70.33,822.23,70.99,37.62,1
REG-FLT-000611,2025,6.65,39.31,706.93,60.98,-25.05,0
REG-FLT-000612,13713,6.23,52.69,721.09,51.56,-5.04,0
REG-FLT-000613,2365,7.24,37.55,708.24,72.12,44.3,1
REG-FLT-000614,16927,8.49,79.05,737.8,94.8,-33.07,1
REG-FLT-000615,17691,2.68,82.93,517.51,60.17,20.85,0
REG-FLT-000616,10034,5.14,32.5,783.4,99.89,-44.08,1
REG-FLT-000617,16063,2.17,34.24,759.79,76.33,-42.71,1
REG-FLT-000618,3222,2.15,42.2,501.52,84.83,-8.96,0
REG-FLT-000619,16949,2.39,44.06,755.03,59.83,28.89,0
REG-FLT-000620,17369,7.65,66.2,766.77,85.76,27.03,1
REG-FLT-000621,10902,8.0,92.36,853.4,70.67,44.4,1
REG-FLT-000622,16281,3.92,61.81,574.21,77.08,15.68,0
REG-FLT-000623,10668,5.32,46.2,550.29,61.37,10.06,0
REG-FLT-000624,11378,2.72,58.3,548.03,65.03,-32.9,0
REG-FLT-000625,12049,3.39,65.15,585.63,60.29,-25.17,0
REG-FLT-000626,6186,5.39,37.15,456.88,58.14,-4.44,1
REG-FLT-000627,2808,8.66,75.9,649.72,66.51,23.44,1
REG-FLT-000628,5963,2.46,41.06,560.84,88.4,20.89,0
REG-FLT-000629,8687,5.38,62.65,491.07,98.58,31.67,0
REG-FLT-000630,17551,4.49,75.06,597.79,88.14,34.63,0
REG-FLT-000631,17307,1.91,43.13,821.5,97.61,44.34,1
REG-FLT-000632,12794,2.7,39.65,746.26,89.31,-35.62,0
REG-FLT-000633,3735,3.34,62.8,803.52,52.72,5.05,0
REG-FLT-000634,7289,5.62,87.68,597.65,98.88,-38.3,0
REG-FLT-000635,1196,6.5,41.21,572.17,99.0,7.58,0
REG-FLT-000636,15448,5.9,76.53,510.42,86.06,33.35,0
REG-FLT-000637,8143,3.23,54.16,676.7,96.01,23.53,0
REG-FLT-000638,7120,1.23,89.36,536.18,74.78,10.49,0
REG-FLT-000639,14307,5.49,94.37,861.44,75.52,-41.65,1
REG-FLT-000640,16897,8.65,50.44,776.58,73.2,37.63,1
REG-FLT-000641,17504,5.53,81.54,590.65,93.95,-33.81,0
REG-FLT-000642,4394,8.62,59.27,747.39,54.71,-21.05,1
REG-FLT-000643,17082,5.9,67.3,433.04,97.07,-33.08,0
REG-FLT-000644,7173,2.26,48.29,624.04,52.18,39.43,0
REG-FLT-000645,9119,2.11,66.49,423.24,56.91,-2.87,0
REG-FLT-000646,16259,7.98,69.17,537.57,73.91,-13.7,1
REG-FLT-000647,4729,3.04,70.49,553.75,55.81,35.62,0
REG-FLT-000648,10924,4.42,38.44,436.68,99.66,44.56,0
REG-FLT-000649,12169,3.48,35.22,784.98,95.55,39.95,1
REG-FLT-000650,13095,7.39,60.77,447.17,79.1,37.1,0
REG-FLT-000651,17705,5.93,94.16,515.6,62.47,-30.41,0
REG-FLT-000652,17915,8.71,63.34,438.22,98.49,34.11,1
REG-FLT-000653,6444,4.84,33.84,530.68,51.89,-24.16,1
REG-FLT-000654,5230,7.12,50.7,558.07,71.38,-23.1,0
REG-FLT-000655,18315,4.09,48.07,677.49,96.32,30.23,0
REG-FLT-000656,5267,1.87,80.45,711.68,55.01,17.96,0
REG-FLT-000657,4967,1.91,62.27,478.34,93.57,-40.05,0
REG-FLT-000658,4551,2.77,55.34,693.52,54.07,-7.75,0
REG-FLT-000659,2251,6.15,45.28,784.85,73.98,-8.08,0
REG-FLT-000660,1381,2.89,61.96,529.61,94.6,-26.73,0
REG-FLT-000661,9437,7.76,47.57,552.03,76.97,33.42,1
REG-FLT-000662,10058,7.72,82.43,549.23,61.63,-25.77,1
REG-FLT-000663,6115,4.52,59.26,814.43,97.84,-25.63,0
REG-FLT-000664,4810,3.79,68.53,771.78,77.02,-38.95,0
REG-FLT-000665,9017,5.63,60.0,591.51,59.86,8.91,0
REG-FLT-000666,17955,3.46,36.79,538.79,71.17,7.84,1
REG-FLT-000667,11936,8.22,79.82,581.52,99.49,-28.92,1
REG-FLT-000668,4443,3.5,58.41,762.97,50.83,-20.88,0
REG-FLT-000669,15234,5.45,39.08,545.15,83.48,0.06,0
REG-FLT-000670,5764,8.45,77.61,754.85,55.69,-27.7,1
REG-FLT-000671,6363,8.75,57.76,640.45,58.11,42.32,1
REG-FLT-000672,2007,6.48,80.63,699.5,57.52,7.76,0
REG-FLT-000673,6332,6.96,52.57,632.07,53.38,-28.43,0
REG-FLT-000674,5292,1.22,90.75,488.91,86.0,-3.03,0
REG-FLT-000675,13813,2.56,61.2,774.65,97.88,40.41,0
REG-FLT-000676,16297,7.98,64.64,831.73,54.9,30.29,1
REG-FLT-000677,18143,8.16,72.31,810.02,74.58,-42.86,1
REG-FLT-000678,1200,2.75,37.41,843.55,77.16,-39.91,1
REG-FLT-000679,10101,3.22,82.93,827.09,66.79,-37.1,1
REG-FLT-000680,7489,1.72,92.7,601.57,84.85,-6.71,0
REG-FLT-000681,17111,5.66,55.82,649.96,87.92,9.79,0
REG-FLT-000682,12182,1.99,80.25,721.66,96.89,-31.53,0
REG-FLT-000683,18034,8.05,90.19,769.28,73.51,29.23,1
REG-FLT-000684,3264,8.88,71.87,647.97,64.14,-4.82,1
REG-FLT-000685,15508,2.18,49.29,575.81,90.02,40.24,0
REG-FLT-000686,13579,4.34,66.65,822.86,95.76,35.07,1
REG-FLT-000687,5329,2.44,69.37,649.77,74.91,28.99,0
REG-FLT-000688,10883,7.66,73.77,466.78,69.4,38.65,1
REG-FLT-000689,5022,4.81,57.73,751.46,50.76,-9.94,0
REG-FLT-000690,16903,6.42,69.73,710.14,74.01,22.34,0
REG-FLT-000691,1569,8.09,63.2,436.26,66.47,-1.35,1
REG-FLT-000692,15678,6.08,40.2,800.67,59.94,-14.93,0
REG-FLT-000693,497,2.22,63.7,674.31,93.03,-22.8,0
REG-FLT-000694,2156,3.3,69.21,654.81,84.07,6.21,0
REG-FLT-000695,3351,2.55,84.26,512.42,89.92,-39.97,0
REG-FLT-000696,11817,8.21,69.59,799.59,97.71,-14.6,1
REG-FLT-000697,8678,8.42,51.45,538.01,97.09,-25.97,1
REG-FLT-000698,11023,5.35,51.27,485.36,58.54,29.22,0
REG-FLT-000699,1170,1.68,81.02,837.24,56.43,-35.19,1
REG-FLT-000700,5617,7.84,38.81,565.13,67.69,35.91,1
REG-FLT-000701,16740,2.1,37.15,719.57,75.58,11.08,1
REG-FLT-000702,6519,7.28,55.71,493.37,77.61,39.44,0
REG-FLT-000703,3200,1.27,63.04,731.88,71.3,31.03,0
REG-FLT-000704,14105,1.93,72.37,422.73,73.82,-16.39,0
REG-FLT-000705,14442,3.79,32.44,602.24,56.81,-10.05,1
REG-FLT-000706,6785,8.68,49.16,590.66,78.26,31.08,1
REG-FLT-000707,5842,7.75,44.4,440.26,89.94,-20.76,1
REG-FLT-000708,8151,5.89,42.44,817.22,60.91,-2.69,0
REG-FLT-000709,7611,2.52,32.2,761.25,83.57,14.87,1
REG-FLT-000710,16455,4.02,76.41,642.99,54.89,-32.26,0
REG-FLT-000711,7220,7.3,68.83,430.86,80.61,-27.97,0
REG-FLT-000712,12451,3.55,88.38,511.93,83.76,38.22,0
REG-FLT-000713,5444,3.58,73.56,758.2,70.89,-16.57,0
REG-FLT-000714,17809,7.84,79.77,512.62,90.86,-17.81,1
REG-FLT-000715,14077,5.58,79.54,735.58,98.19,-3.87,0
REG-FLT-000716,14116,1.98,71.49,705.02,84.39,-27.96,0
REG-FLT-000717,15303,6.27,59.53,846.95,58.56,-25.93,1
REG-FLT-000718,12151,4.94,56.42,623.79,64.93,27.29,0
REG-FLT-000719,7104,5.27,80.35,665.23,50.2,-5.57,0
REG-FLT-000720,10365,4.36,49.32,850.02,56.19,-27.96,1
REG-FLT-000721,14683,1.9,37.11,478.32,59.74,-26.11,1
REG-FLT-000722,16037,3.28,53.29,462.28,82.08,-0.4,0
REG-FLT-000723,3256,5.18,83.2,610.48,84.65,-36.86,0
REG-FLT-000724,7165,8.39,81.55,426.75,98.73,-41.56,1
REG-FLT-000725,6654,2.25,80.19,767.45,88.16,0.29,0
REG-FLT-000726,4046,3.78,40.02,427.65,60.68,7.46,0
REG-FLT-000727,2832,2.72,75.31,459.45,66.92,-32.53,0
REG-FLT-000728,11847,6.12,32.74,760.56,92.02,-6.38,1
REG-FLT-000729,5429,1.3,89.86,877.96,73.76,18.99,1
REG-FLT-000730,4023,1.68,64.16,561.62,60.17,-24.87,0
REG-FLT-000731,5890,2.5,75.33,860.9,65.23,30.48,1
REG-FLT-000732,6920,8.74,75.91,551.51,88.38,-7.7,1
REG-FLT-000733,14457,8.79,69.9,844.91,98.46,2.57,1
REG-FLT-000734,6452,7.78,77.51,683.33,58.34,-4.95,1
REG-FLT-000735,14271,4.42,44.11,447.97,61.0,43.23,0
REG-FLT-000736,1249,1.68,32.02,672.98,89.92,30.59,1
REG-FLT-000737,18170,1.5,34.8,598.56,80.02,41.94,1
REG-FLT-000738,4997,7.94,70.07,540.85,73.33,-1.69,1
REG-FLT-000739,9055,8.45,92.58,622.29,73.41,-24.93,1
REG-FLT-000740,9658,3.73,49.79,508.17,84.41,-7.25,0
REG-FLT-000741,12217,6.96,32.35,682.15,68.01,32.27,1
REG-FLT-000742,13301,6.81,76.53,848.81,84.04,-29.91,1
REG-FLT-000743,562,4.07,56.66,456.32,51.79,7.56,0
REG-FLT-000744,15866,1.27,47.96,766.56,72.55,1.21,0
REG-FLT-000745,17322,8.46,89.26,842.22,66.08,3.92,1
REG-FLT-000746,15329,4.49,61.5,842.56,55.59,-32.78,1
REG-FLT-000747,9198,1.57,79.48,740.98,93.06,-35.7,0
REG-FLT-000748,11855,7.6,62.52,479.64,89.11,25.61,1
REG-FLT-000749,16246,7.09,78.53,519.07,63.33,31.75,0
REG-FLT-000750,4770,5.45,70.56,799.68,88.91,44.87,0
REG-FLT-000751,3771,8.57,49.07,633.13,54.41,-0.91,1
REG-FLT-000752,4968,4.62,35.9,607.33,72.7,-35.22,1
REG-FLT-000753,7543,1.44,57.56,839.92,95.79,29.78,1
REG-FLT-000754,12013,6.52,59.91,650.72,57.24,0.21,0
REG-FLT-000755,15192,8.79,90.73,829.45,68.47,-43.23,1
REG-FLT-000756,12616,7.1,87.81,734.78,93.76,41.67,0
REG-FLT-000757,1830,1.27,35.26,616.15,68.36,0.39,1
REG-FLT-000758,10940,1.26,67.51,719.95,61.12,44.4,0
REG-FLT-000759,8601,1.7,50.79,555.22,54.61,16.57,0
REG-FLT-000760,2833,7.79,91.09,427.92,88.97,20.97,1
REG-FLT-000761,15355,3.99,89.03,594.68,77.98,23.39,0
REG-FLT-000762,15603,5.98,70.79,702.71,89.13,21.62,0
REG-FLT-000763,11585,3.07,32.18,760.33,89.05,33.43,1
REG-FLT-000764,18144,3.27,35.19,606.98,74.7,-44.11,1
REG-FLT-000765,17466,4.32,43.07,697.36,96.13,13.41,0
REG-FLT-000766,17627,1.54,66.1,475.06,96.49,30.51,0
REG-FLT-000767,3471,5.72,64.03,430.61,65.92,26.21,0
REG-FLT-000768,9297,5.86,55.11,773.48,92.19,29.37,0
REG-FLT-000769,9974,8.4,58.46,672.43,50.36,8.09,1
REG-FLT-000770,1469,6.76,50.07,439.92,59.15,-9.72,0
REG-FLT-000771,2889,2.08,94.5,454.81,82.31,-15.88,0
REG-FLT-000772,1622,2.0,66.98,713.51,80.31,-14.64,0
REG-FLT-000773,2551,5.45,43.15,672.08,73.82,-11.71,0
REG-FLT-000774,17539,5.17,63.78,554.25,82.51,1.48,0
REG-FLT-000775,15075,7.93,64.65,431.57,89.86,-9.31,1
REG-FLT-000776,3815,7.85,93.57,578.88,59.32,-8.22,1
REG-FLT-000777,12906,8.49,65.34,572.52,72.98,-7.71,1
REG-FLT-000778,15223,7.79,62.83,588.47,67.76,18.3,1
REG-FLT-000779,15933,4.61,59.64,559.63,79.18,-27.12,0
REG-FLT-000780,17970,4.89,47.05,615.02,95.0,13.98,0
REG-FLT-000781,969,1.58,78.88,658.06,70.8,-31.1,0
REG-FLT-000782,5266,6.96,62.91,755.99,79.75,-6.34,0
